IncidentID,OrderID,CustomerID,IncidentDate,IncidentType,Priority,Status,ResolutionDate,Channel
896,IT-2014-3261574,RP-193902,2014-10-10,Delayed shipment,Low,Resolved,2014-10-24,Chat
897,MX-2014-106719,CB-120253,2014-07-03,Delayed shipment,Medium,Resolved,2014-07-16,Phone
898,MX-2014-158694,HP-148153,2014-05-05,Return request,High,Resolved,2014-05-18,Chat
899,CA-2013-123512,MV-181904,2013-06-23,Delayed shipment,High,Closed,2013-06-28,Web
900,CA-2014-155740,TC-214754,2014-08-02,Delayed shipment,High,Closed,2014-08-18,Email
901,ES-2012-3868505,PN-187752,2012-01-26,Delayed shipment,High,Closed,2012-02-06,Phone
902,US-2012-109505,KN-163903,2012-09-13,Delayed shipment,Medium,Resolved,2012-09-18,Chat
903,IN-2014-57571,DB-132101,2014-12-17,Delayed shipment,Low,Resolved,2014-12-30,Chat
904,WA-2014-7260,TB-115201,2014-07-12,Billing issue,High,Resolved,2014-07-23,Email
905,IT-2013-2758255,DB-130602,2013-09-26,Damaged product,Medium,In Progress,,Web
906,CA-2014-117079,JR-157004,2014-11-05,Return request,Medium,Resolved,2014-11-24,Email
907,IN-2014-14913,TC-209801,2014-09-10,Return request,Low,In Progress,,Email
908,US-2011-137309,CS-124603,2011-05-13,Damaged product,Medium,Closed,2011-05-16,Phone
909,MX-2011-111920,DK-132253,2011-04-22,Delayed shipment,Medium,Resolved,2011-05-07,Email
910,CA-2011-127523,BG-116954,2011-05-18,Damaged product,High,Resolved,2011-05-25,Web
911,CA-2013-161207,AB-100604,2013-09-07,Billing issue,Medium,Resolved,2013-09-14,Email
912,IR-2013-2290,SM-109502,2013-10-05,Delayed shipment,Medium,Open,,Web
913,IT-2013-4191455,CM-121902,2013-08-11,Billing issue,Critical,Open,,Email
914,US-2013-165505,CB-125354,2013-01-24,Damaged product,Low,Resolved,2013-01-30,Email
915,CA-2011-108707,DB-129104,2011-10-25,Billing issue,Medium,Open,,Email
916,CA-2012-136700,DB-131204,2012-12-17,Damaged product,Low,Resolved,2012-12-20,Email
917,ID-2014-44271,BG-116951,2014-01-09,Delayed shipment,Medium,Closed,2014-01-22,Email
918,IN-2013-79929,CC-125501,2013-03-04,Customer complaint,High,Closed,2013-03-11,Email
919,CA-2011-168368,GA-147254,2011-02-16,Return request,Low,Resolved,2011-02-21,Phone
920,RS-2013-3220,LC-69602,2013-11-19,Delayed shipment,High,In Progress,,Email
921,MX-2013-126445,CM-123853,2013-03-07,Return request,Low,Closed,2013-03-25,Phone
922,ES-2013-2091965,TZ-214452,2013-11-25,Wrong item,High,Closed,2013-12-03,Email
923,MZ-2014-850,HG-48451,2014-07-12,Return request,High,In Progress,,Chat
924,MO-2012-9460,FA-42301,2012-09-10,Return request,High,Resolved,2012-09-27,Chat
925,CA-2013-128727,MO-178004,2013-09-06,Damaged product,Low,In Progress,,Phone
926,ES-2011-3749098,DC-132852,2011-11-29,Delayed shipment,Critical,Closed,2011-11-30,Email
927,UP-2014-3150,KN-63902,2014-04-10,Delayed shipment,Medium,Closed,2014-04-24,Email
928,US-2012-137526,LW-169903,2012-07-12,Wrong item,Low,Open,,Chat
929,CA-2014-140242,ML-177554,2014-05-19,Billing issue,High,Closed,2014-06-05,Email
930,CA-2011-131009,SC-203804,2011-03-14,Delayed shipment,Low,Resolved,2011-03-24,Email
931,MO-2012-8540,FC-42451,2012-10-05,Delayed shipment,High,Closed,2012-10-17,Email
932,IN-2013-75701,JD-157901,2013-06-10,Return request,Low,Resolved,2013-06-26,Email
933,ES-2013-3375106,SJ-202152,2013-12-26,Customer complaint,Medium,Closed,2014-01-09,Email
934,CA-2013-168081,CA-120554,2013-05-03,Wrong item,Medium,Open,,Web
935,MX-2014-110492,RB-196453,2014-03-15,Delayed shipment,Low,In Progress,,Email
936,IN-2013-86824,JE-161651,2013-03-30,Delayed shipment,Low,Open,,Phone
937,SF-2012-1380,MO-78001,2012-02-22,Delayed shipment,Low,Closed,2012-03-09,Email
938,ID-2014-12491,TB-215201,2014-05-18,Customer complaint,Medium,Closed,2014-05-26,Email
939,MX-2011-165106,JL-158353,2011-11-08,Delayed shipment,Low,Closed,2011-11-18,Chat
940,ES-2014-1415600,DK-128352,2014-07-15,Billing issue,Medium,Closed,2014-08-01,Email
941,IN-2014-85242,JW-160751,2014-11-04,Delayed shipment,Low,Open,,Web
942,EG-2014-3340,AY-5551,2014-04-28,Billing issue,Low,Resolved,2014-05-16,Phone
943,IT-2014-5624384,JB-154002,2014-09-01,Billing issue,Medium,Open,,Email
944,CA-2012-104514,CB-125354,2012-01-08,Return request,Low,In Progress,,Chat
945,RW-2011-3040,MD-73501,2011-06-09,Delayed shipment,High,In Progress,,Email
946,GH-2012-6170,AM-7051,2012-09-13,Delayed shipment,High,Resolved,2012-09-29,Chat
947,CA-2012-153381,DE-132554,2012-10-05,Delayed shipment,Medium,In Progress,,Email
948,ES-2014-4785777,DP-133902,2015-01-01,Customer complaint,Medium,Open,,Chat
949,MX-2011-153710,AZ-107503,2012-01-08,Return request,High,In Progress,,Email
950,US-2011-115392,CS-118603,2011-03-06,Billing issue,Low,Open,,Phone
951,ES-2012-2074353,Co-126402,2013-01-02,Billing issue,Low,Closed,2013-01-19,Web
952,MX-2014-165029,RF-193453,2014-03-31,Billing issue,Low,Resolved,2014-04-16,Chat
953,CA-2013-105473,BM-117854,2013-04-22,Delayed shipment,High,Closed,2013-05-11,Chat
954,MX-2013-108945,LR-170353,2013-10-17,Customer complaint,Low,Resolved,2013-10-25,Web
955,CA-2013-145177,PP-189554,2013-11-24,Damaged product,Medium,In Progress,,Chat
956,UP-2014-4290,KC-62552,2014-11-14,Damaged product,Critical,Resolved,2014-11-20,Email
957,ID-2012-17006,LB-167951,2012-10-10,Wrong item,High,In Progress,,Email
958,MX-2013-140592,JM-152503,2013-08-18,Delayed shipment,Medium,In Progress,,Email
959,IZ-2012-6610,LC-69302,2012-04-29,Delayed shipment,Low,In Progress,,Email
960,ES-2013-2313397,LR-169152,2013-10-19,Return request,High,Open,,Email
961,CA-2014-142461,KT-164804,2014-06-09,Delayed shipment,Medium,In Progress,,Phone
962,MX-2013-133242,MD-178603,2013-12-06,Billing issue,Low,Resolved,2013-12-12,Email
963,MX-2012-159744,DG-133003,2012-08-15,Delayed shipment,Low,Resolved,2012-08-24,Web
964,CA-2014-108756,PO-188654,2015-01-02,Damaged product,High,Open,,Email
965,MX-2013-141642,ML-173953,2013-06-15,Delayed shipment,Medium,In Progress,,Email
966,CA-2013-150000,PG-188204,2013-04-20,Damaged product,High,Closed,2013-04-24,Phone
967,MX-2014-145828,CK-122053,2014-04-16,Return request,High,Open,,Web
968,HR-2014-1830,TS-111602,2014-09-20,Delayed shipment,Medium,In Progress,,Web
969,ES-2014-1359331,TT-214602,2014-07-28,Billing issue,Medium,Closed,2014-08-09,Phone
970,CA-2014-115448,MH-180254,2014-11-19,Wrong item,Medium,In Progress,,Email
971,MO-2013-6060,LC-70501,2013-11-16,Billing issue,Low,Open,,Phone
972,US-2012-125129,RB-194353,2012-11-09,Customer complaint,Medium,Resolved,2012-11-21,Email
973,CG-2013-2870,AJ-7951,2013-05-05,Return request,High,In Progress,,Email
974,CA-2012-166219,BP-111854,2012-09-02,Delayed shipment,Medium,Resolved,2012-09-19,Phone
975,CA-2011-154627,SA-208304,2011-10-31,Delayed shipment,High,Closed,2011-11-15,Email
976,IN-2013-76177,CL-125651,2014-01-05,Delayed shipment,Medium,Open,,Email
977,EG-2014-9970,GM-46951,2014-04-23,Billing issue,Medium,Resolved,2014-05-02,Chat
978,US-2014-158316,DC-128503,2014-06-08,Delayed shipment,Medium,Resolved,2014-06-15,Chat
979,CA-2012-145394,MC-176054,2012-11-20,Wrong item,Medium,Open,,Email
980,CA-2013-132990,KM-166604,2013-08-04,Billing issue,Medium,Resolved,2013-08-14,Email
981,US-2011-162299,BC-111253,2011-11-12,Damaged product,Low,In Progress,,Email
982,ID-2013-58677,MS-177101,2013-11-11,Return request,Medium,Resolved,2013-11-27,Email
983,MX-2014-166513,DK-129853,2014-10-07,Delayed shipment,Low,Open,,Chat
984,ES-2013-4779701,SP-209202,2013-07-21,Delayed shipment,Medium,Resolved,2013-08-02,Email
985,IN-2013-49192,CR-128201,2013-07-17,Return request,Medium,In Progress,,Web
986,CA-2013-107475,RS-198704,2013-06-20,Wrong item,Medium,Closed,2013-06-27,Email
987,MX-2011-126508,TG-216403,2011-12-23,Billing issue,Critical,Open,,Chat
988,ES-2013-4562700,HR-147702,2013-06-10,Damaged product,Medium,Resolved,2013-06-28,Email
989,RS-2011-4670,MP-79652,2011-09-29,Delayed shipment,Medium,Resolved,2011-10-14,Web
990,MX-2014-166086,AM-103603,2014-06-30,Return request,Medium,Resolved,2014-07-06,Email
991,ES-2014-2082412,CS-122502,2014-04-15,Return request,Medium,Resolved,2014-04-27,Phone
992,MX-2012-135769,TH-212353,2012-12-30,Billing issue,Low,Resolved,2013-01-10,Email
993,US-2013-103646,SP-205454,2013-04-29,Delayed shipment,Low,Resolved,2013-05-02,Email
994,ES-2013-4481786,TA-213852,2013-07-21,Billing issue,Medium,Closed,2013-07-23,Chat
995,ES-2012-3423570,PW-192402,2012-09-17,Damaged product,Medium,In Progress,,Chat
996,CA-2013-126004,BM-111404,2013-12-08,Delayed shipment,Low,Resolved,2013-12-14,Chat
997,US-2014-132675,KF-162854,2014-09-26,Customer complaint,Low,Closed,2014-10-01,Phone
998,IT-2013-4413081,BD-116352,2013-09-21,Delayed shipment,Low,Closed,2013-10-09,Web
999,ES-2011-2861735,AA-104802,2011-11-06,Customer complaint,Critical,Closed,2011-11-22,Email
1000,US-2014-126515,GP-147403,2014-12-24,Damaged product,Low,Resolved,2015-01-01,Email
1001,CA-2013-168830,ML-173954,2013-11-16,Delayed shipment,Medium,In Progress,,Email
1002,US-2013-104801,FM-142903,2013-06-01,Wrong item,Low,Resolved,2013-06-12,Phone
1003,ES-2012-5064111,DP-131652,2012-09-09,Return request,Medium,Resolved,2012-09-19,Email
1004,KZ-2012-7360,JJ-54452,2012-09-17,Return request,Low,Resolved,2012-09-29,Email
1005,MZ-2012-5130,MH-72901,2012-12-29,Return request,Low,Resolved,2013-01-04,Phone
1006,CA-2012-9840,RR-95251,2012-11-06,Billing issue,Medium,Closed,2012-11-11,Web
1007,IT-2014-3296819,JB-154002,2014-11-22,Billing issue,Low,Resolved,2014-12-01,Email
1008,MX-2014-144925,SW-202753,2014-12-04,Return request,Low,Closed,2014-12-20,Email
1009,MX-2011-115609,LA-167803,2011-06-08,Delayed shipment,Low,Resolved,2011-06-22,Email
1010,MX-2014-143462,TH-211003,2014-10-07,Wrong item,Low,In Progress,,Email
1011,MX-2013-136959,EG-139003,2013-12-29,Delayed shipment,Low,Resolved,2014-01-06,Email
1012,CA-2014-167080,LC-169304,2014-06-16,Customer complaint,Low,Resolved,2014-07-05,Phone
1013,IZ-2013-1760,MV-81902,2013-03-01,Customer complaint,High,Open,,Phone
1014,IN-2013-58908,CS-124901,2013-05-11,Delayed shipment,Medium,In Progress,,Web
1015,IN-2012-64403,RS-198701,2012-04-08,Return request,Medium,Closed,2012-04-22,Email
1016,IT-2014-2614983,NP-183252,2014-04-30,Customer complaint,Low,In Progress,,Web
1017,IN-2011-51943,AR-103451,2011-06-16,Delayed shipment,High,Resolved,2011-06-23,Email
1018,ZA-2014-4410,RA-99451,2014-05-24,Billing issue,Medium,Resolved,2014-05-29,Phone
1019,ID-2014-74315,NM-184451,2014-03-15,Customer complaint,Low,Resolved,2014-04-02,Web
1020,ES-2012-3846568,DB-134052,2012-06-29,Delayed shipment,Medium,Resolved,2012-07-01,Email
1021,MX-2013-166149,CR-128203,2013-07-03,Billing issue,Low,In Progress,,Email
1022,US-2014-105508,EN-137803,2014-12-08,Delayed shipment,Low,Resolved,2014-12-19,Chat
1023,ID-2012-83905,KH-166901,2012-11-30,Customer complaint,Medium,Resolved,2012-12-08,Email
1024,IN-2014-20856,KH-166301,2014-02-09,Customer complaint,High,Resolved,2014-02-10,Web
1025,IN-2011-23264,LW-169901,2011-04-20,Customer complaint,Medium,Open,,Email
1026,SF-2014-9650,JP-61351,2014-06-24,Wrong item,Medium,Resolved,2014-07-06,Web
1027,IN-2014-12897,CG-125201,2014-03-19,Return request,Critical,In Progress,,Email
1028,ES-2011-5940123,MC-181302,2011-06-02,Return request,Low,In Progress,,Email
1029,US-2012-157014,BM-117854,2012-10-15,Damaged product,Low,In Progress,,Phone
1030,MX-2014-104829,SP-206503,2014-11-08,Return request,Medium,In Progress,,Email
1031,IN-2014-36200,PC-190001,2014-05-02,Delayed shipment,Medium,Closed,2014-05-04,Email
1032,ID-2013-50459,VT-217001,2013-12-28,Billing issue,Medium,In Progress,,Email
1033,TU-2011-7970,JE-57152,2011-09-03,Delayed shipment,High,Closed,2011-09-21,Email
1034,ES-2012-5745179,CJ-118752,2012-08-14,Delayed shipment,Medium,Closed,2012-08-21,Email
1035,ES-2014-1834054,JW-160752,2014-09-08,Delayed shipment,Medium,Resolved,2014-09-25,Email
1036,ES-2014-2967876,MG-182052,2014-12-15,Billing issue,Low,Open,,Chat
1037,IN-2013-59216,MD-173501,2013-06-19,Damaged product,High,Resolved,2013-07-03,Email
1038,IN-2013-61505,TG-213101,2013-08-24,Return request,Critical,Resolved,2013-08-31,Phone
1039,IN-2014-63206,DV-134651,2014-07-01,Delayed shipment,High,Resolved,2014-07-04,Email
1040,ID-2014-61526,TC-211451,2014-12-21,Damaged product,Low,Open,,Email
1041,MX-2013-146913,JG-158053,2013-05-10,Wrong item,Medium,Resolved,2013-05-16,Chat
1042,MX-2013-118990,ME-180103,2013-11-01,Return request,Low,Closed,2013-11-03,Email
1043,IR-2014-4390,CK-27602,2014-03-11,Damaged product,Low,Resolved,2014-03-28,Chat
1044,US-2012-147872,GM-146953,2012-07-07,Billing issue,Low,In Progress,,Email
1045,IT-2011-2421873,LH-171552,2011-12-16,Return request,Medium,Resolved,2011-12-28,Web
1046,ES-2014-3954413,TC-214752,2014-12-29,Billing issue,Medium,In Progress,,Phone
1047,CA-2011-136742,GP-147404,2011-04-08,Delayed shipment,Low,In Progress,,Chat
1048,MX-2014-143105,EH-139903,2014-10-28,Delayed shipment,Medium,Closed,2014-11-09,Phone
1049,CA-2013-163174,XP-218654,2013-09-05,Return request,Medium,In Progress,,Phone
1050,CA-2012-105571,CP-123404,2012-11-10,Delayed shipment,Medium,In Progress,,Email
1051,ES-2013-3302919,BF-110802,2013-12-02,Return request,Low,Open,,Email
1052,IN-2013-73349,CJ-118751,2013-12-16,Wrong item,Medium,Closed,2014-01-02,Chat
1053,MX-2011-108749,PO-188503,2011-12-26,Customer complaint,High,Resolved,2012-01-05,Email
1054,CA-2013-158841,SE-201104,2013-02-06,Return request,Low,Resolved,2013-02-09,Email
1055,CA-2013-109176,JW-160754,2013-05-22,Customer complaint,Low,Resolved,2013-06-09,Web
1056,IN-2013-25924,MP-179651,2013-06-06,Damaged product,Medium,In Progress,,Email
1057,ES-2014-1722822,BW-110652,2014-05-09,Return request,High,Resolved,2014-05-22,Chat
1058,IN-2013-42234,KN-164501,2013-04-15,Damaged product,Medium,Resolved,2013-04-27,Web
1059,CA-2013-122903,LA-167804,2013-06-04,Wrong item,Medium,Open,,Phone
1060,ES-2014-4578544,MF-182502,2014-09-14,Billing issue,Medium,Resolved,2014-10-01,Chat
1061,US-2011-157231,RP-198554,2011-04-08,Return request,Medium,Closed,2011-04-12,Email
1062,IT-2012-5447759,LD-168552,2012-10-10,Customer complaint,Low,Open,,Email
1063,CA-2012-161242,CG-120404,2012-06-02,Return request,Medium,In Progress,,Phone
1064,MX-2014-139976,LW-169903,2014-12-18,Damaged product,High,In Progress,,Email
1065,CA-2014-102729,BF-112154,2014-11-06,Damaged product,Medium,In Progress,,Web
1066,ID-2014-76324,JF-151901,2015-01-04,Return request,High,Closed,2015-01-14,Chat
1067,MX-2011-126907,SB-201703,2011-11-26,Delayed shipment,Medium,Resolved,2011-12-07,Phone
1068,MX-2014-129154,NP-186853,2014-12-18,Delayed shipment,Low,Resolved,2014-12-24,Email
1069,CA-2013-165470,HJ-148754,2013-12-01,Damaged product,High,Resolved,2013-12-07,Chat
1070,IN-2013-12092,JK-156251,2013-05-20,Delayed shipment,Low,In Progress,,Phone
1071,CA-2013-158001,JP-154604,2013-09-03,Delayed shipment,Medium,Resolved,2013-09-12,Phone
1072,EG-2014-490,LR-70351,2014-03-02,Delayed shipment,Low,Resolved,2014-03-17,Email
1073,IR-2013-6500,HF-49952,2013-05-15,Delayed shipment,Low,Resolved,2013-05-17,Chat
1074,MX-2013-151057,SC-204403,2013-06-20,Delayed shipment,Medium,Closed,2013-06-24,Phone
1075,ID-2013-63640,RB-193301,2013-05-12,Customer complaint,Low,Resolved,2013-05-17,Web
1076,CA-2014-123134,DW-135854,2014-05-07,Damaged product,Medium,Resolved,2014-05-24,Web
1077,IN-2014-85207,BW-111101,2014-06-18,Damaged product,Medium,Closed,2014-06-26,Email
1078,AG-2012-6020,DC-32851,2012-08-29,Billing issue,Low,In Progress,,Phone
1079,CA-2012-116876,TT-210704,2012-02-28,Delayed shipment,Low,Open,,Web
1080,ES-2012-2102738,AS-102252,2012-06-09,Customer complaint,Medium,In Progress,,Email
1081,TZ-2013-4360,JD-57901,2013-02-15,Return request,Low,In Progress,,Web
1082,ID-2012-61645,HA-149051,2012-06-19,Delayed shipment,Medium,Resolved,2012-06-27,Chat
1083,MX-2011-109267,JH-154303,2011-01-07,Damaged product,Medium,Resolved,2011-01-19,Phone
1084,CA-2014-130386,NG-184304,2014-11-27,Return request,High,Closed,2014-12-05,Web
1085,US-2014-149468,AB-101053,2014-12-03,Customer complaint,Medium,Resolved,2014-12-22,Web
1086,CA-2011-156433,ES-140204,2011-09-26,Wrong item,Medium,Resolved,2011-09-29,Web
1087,IN-2012-69870,CC-125501,2012-10-19,Billing issue,Medium,Open,,Email
1088,US-2014-157896,CB-124154,2014-11-27,Delayed shipment,Low,Open,,Email
1089,MX-2012-128566,BG-117403,2012-04-12,Customer complaint,Low,Resolved,2012-04-30,Phone
1090,IN-2012-44278,NZ-185651,2012-05-17,Delayed shipment,High,Resolved,2012-06-05,Web
1091,IT-2013-1476473,RA-198852,2013-06-28,Customer complaint,Medium,Closed,2013-07-17,Phone
1092,MX-2012-120019,VP-217603,2012-11-22,Billing issue,High,In Progress,,Web
1093,ID-2013-26015,EB-141101,2013-06-27,Billing issue,High,Open,,Email
1094,MX-2014-132703,CJ-120103,2014-07-11,Wrong item,High,Resolved,2014-07-26,Phone
1095,IT-2014-2655984,BF-112152,2014-12-06,Delayed shipment,High,In Progress,,Email
1096,ES-2011-1416586,EL-137352,2011-03-13,Delayed shipment,Medium,Open,,Web
1097,IT-2014-2555028,MB-173052,2014-10-03,Delayed shipment,Low,Resolved,2014-10-09,Phone
1098,ES-2013-5929247,MC-175752,2013-12-14,Delayed shipment,Medium,Open,,Email
1099,SF-2012-5440,BS-17551,2012-10-24,Return request,Medium,Resolved,2012-11-09,Email
1100,MX-2011-113243,LC-171403,2011-07-30,Damaged product,Medium,In Progress,,Web
1101,ES-2012-1198526,HM-148602,2012-06-19,Delayed shipment,Medium,In Progress,,Phone
1102,IN-2014-62219,TP-215651,2014-06-22,Customer complaint,Medium,Resolved,2014-06-30,Email
1103,IN-2014-17230,DR-129401,2014-06-11,Return request,Medium,Closed,2014-06-27,Chat
1104,US-2011-105851,JC-153403,2011-09-26,Customer complaint,Low,Resolved,2011-10-14,Web
1105,CA-2014-169264,NP-187004,2014-08-21,Customer complaint,Medium,Resolved,2014-09-06,Chat
1106,IT-2013-4993682,MB-173052,2013-12-17,Delayed shipment,Low,Open,,Phone
1107,IN-2014-73944,AZ-107501,2014-11-01,Damaged product,High,Resolved,2014-11-12,Phone
1108,IN-2014-61869,CK-125951,2014-08-27,Return request,Low,In Progress,,Chat
1109,ID-2011-30747,SA-208301,2011-12-17,Billing issue,Low,Resolved,2011-12-24,Phone
1110,ES-2014-5093967,PO-188502,2014-04-04,Delayed shipment,Low,Resolved,2014-04-21,Web
1111,IN-2012-14052,TT-214601,2012-01-26,Return request,Medium,Closed,2012-02-12,Email
1112,ES-2014-2200615,JS-155952,2014-08-21,Delayed shipment,Medium,Resolved,2014-09-02,Phone
1113,CA-2014-139717,DM-130154,2014-09-03,Delayed shipment,Low,Open,,Email
1114,NI-2014-1070,TB-113551,2014-12-23,Wrong item,Low,Open,,Email
1115,CA-2013-128531,NS-185054,2013-12-08,Billing issue,Medium,Closed,2013-12-21,Email
1116,IN-2013-43543,TS-214301,2013-09-23,Billing issue,Low,Resolved,2013-10-03,Email
1117,CA-2014-134635,NS-186404,2014-04-23,Delayed shipment,Medium,Resolved,2014-04-30,Chat
1118,IN-2014-61820,MH-174401,2014-02-04,Return request,Medium,In Progress,,Email
1119,ES-2013-2271399,DH-136752,2013-11-16,Delayed shipment,Medium,In Progress,,Web
1120,US-2012-100160,KH-166303,2012-04-16,Delayed shipment,Low,Open,,Web
1121,ES-2013-1087911,NC-185352,2013-03-29,Return request,Critical,Closed,2013-04-12,Phone
1122,CA-2014-148068,MM-182804,2014-09-24,Customer complaint,Medium,Resolved,2014-09-25,Email
1123,BN-2014-4710,RS-94201,2014-06-11,Return request,Medium,Closed,2014-06-28,Web
1124,IT-2014-1860853,AG-104952,2014-09-06,Return request,Low,In Progress,,Phone
1125,US-2013-117674,LD-170053,2013-11-27,Billing issue,Medium,Resolved,2013-12-01,Web
1126,MX-2011-153794,RA-199153,2011-09-10,Billing issue,Low,Resolved,2011-09-15,Web
1127,ES-2011-1770042,CH-120702,2011-09-20,Delayed shipment,Medium,In Progress,,Chat
1128,IN-2013-51775,CM-118301,2013-03-07,Damaged product,Critical,Closed,2013-03-14,Phone
1129,LH-2011-900,SW-102753,2011-04-19,Damaged product,Medium,Closed,2011-04-29,Email
1130,MX-2013-118619,PO-188653,2013-01-16,Delayed shipment,Low,Closed,2013-02-02,Phone
1131,CA-2014-140326,HW-149354,2014-09-14,Return request,Low,Resolved,2014-09-21,Email
1132,ES-2014-1251866,AP-107202,2014-11-25,Wrong item,Medium,In Progress,,Chat
1133,ES-2014-3273293,DR-129402,2014-10-03,Delayed shipment,Low,In Progress,,Email
1134,IN-2012-51495,JM-155801,2012-08-03,Delayed shipment,Low,Closed,2012-08-04,Email
1135,CA-2014-107629,DB-130604,2014-12-18,Billing issue,High,Open,,Web
1136,IT-2014-4907444,BP-110502,2015-01-09,Delayed shipment,Medium,Resolved,2015-01-16,Phone
1137,CA-2011-149055,PB-192104,2011-11-25,Return request,Low,Resolved,2011-12-06,Email
1138,MX-2012-126928,TN-210403,2012-03-25,Wrong item,High,Resolved,2012-04-03,Phone
1139,MX-2011-137316,DK-128353,2011-07-13,Wrong item,Low,Closed,2011-07-25,Chat
1140,TZ-2012-1230,TG-116401,2012-05-08,Billing issue,Critical,In Progress,,Email
1141,IR-2014-7630,NP-87002,2014-12-04,Return request,Low,In Progress,,Chat
1142,IN-2012-10209,MF-182501,2012-07-14,Damaged product,High,Open,,Email
1143,TU-2013-3670,JB-59252,2013-09-25,Billing issue,Medium,Resolved,2013-09-28,Web
1144,US-2014-119319,LC-170504,2014-11-21,Billing issue,High,In Progress,,Web
1145,CA-2011-117464,NP-183254,2011-07-31,Delayed shipment,Critical,In Progress,,Email
1146,MX-2014-114986,CS-124003,2014-06-30,Return request,Low,Closed,2014-07-04,Phone
1147,IN-2014-47337,VB-217451,2014-12-13,Return request,Critical,Closed,2014-12-17,Email
1148,ES-2014-2024223,AB-101652,2015-01-01,Billing issue,Medium,In Progress,,Web
1149,MX-2014-104122,JK-156253,2014-09-01,Return request,Medium,Resolved,2014-09-14,Phone
1150,US-2013-149804,MS-179803,2013-05-03,Return request,Low,Closed,2013-05-22,Phone
1151,MX-2013-126144,NF-184753,2013-09-13,Return request,Medium,Open,,Email
1152,US-2012-165449,AP-107204,2012-12-01,Return request,Low,Open,,Email
1153,IN-2013-26785,RA-198851,2013-08-19,Billing issue,Medium,In Progress,,Email
1154,IN-2014-20331,NG-183551,2014-06-11,Billing issue,Medium,Resolved,2014-06-21,Email
1155,CA-2011-130869,CB-120254,2011-11-24,Billing issue,High,In Progress,,Phone
1156,IN-2013-17139,JM-156551,2013-08-12,Return request,High,Closed,2013-08-17,Chat
1157,ES-2014-2172414,BW-112002,2014-04-08,Delayed shipment,Medium,Resolved,2014-04-15,Web
1158,IN-2012-25910,CC-122201,2012-06-27,Return request,Low,Resolved,2012-07-13,Phone
1159,ES-2012-3699074,TR-213252,2012-07-05,Return request,Low,In Progress,,Chat
1160,SF-2011-740,CM-27151,2011-05-21,Delayed shipment,Low,Resolved,2011-05-22,Web
1161,MX-2013-122910,JR-162103,2013-11-25,Return request,Low,Resolved,2013-12-07,Chat
1162,ES-2011-5861038,CS-122502,2011-04-12,Delayed shipment,Low,Resolved,2011-04-14,Phone
1163,ES-2013-3382466,ED-138852,2013-10-01,Damaged product,Low,Resolved,2013-10-08,Email
1164,TU-2011-9560,BM-15752,2011-01-31,Return request,Critical,Resolved,2011-02-11,Email
1165,US-2013-104311,XP-218653,2014-01-09,Delayed shipment,Medium,Closed,2014-01-22,Web
1166,ES-2014-3783003,AT-107352,2014-06-07,Return request,Low,Closed,2014-06-09,Email
1167,EG-2013-1830,EM-39601,2013-07-28,Return request,Medium,Resolved,2013-08-04,Email
1168,MZ-2012-6250,KS-63001,2012-08-31,Wrong item,Low,Open,,Phone
1169,ES-2013-2204795,JA-159702,2013-09-15,Delayed shipment,Medium,Open,,Phone
1170,CA-2013-143154,AS-102254,2013-12-17,Delayed shipment,Medium,In Progress,,Phone
1171,MX-2013-133690,PJ-190153,2013-10-08,Billing issue,Medium,Resolved,2013-10-23,Email
1172,US-2012-131212,LB-167353,2012-08-13,Customer complaint,Medium,Resolved,2012-08-24,Email
1173,MX-2011-162572,KW-165703,2011-10-20,Billing issue,Critical,Resolved,2011-10-22,Phone
1174,ES-2014-5812283,VG-218052,2014-12-02,Delayed shipment,High,Closed,2014-12-09,Chat
1175,US-2011-163146,CC-124754,2011-05-26,Billing issue,Medium,Closed,2011-05-30,Web
1176,IN-2011-83107,TS-211601,2011-10-06,Wrong item,Medium,Closed,2011-10-17,Chat
1177,CA-2013-145240,BG-117404,2013-09-18,Return request,Medium,In Progress,,Web
1178,US-2012-105949,BM-111403,2012-03-19,Delayed shipment,Low,Resolved,2012-03-21,Phone
1179,CA-2011-126193,SS-204104,2011-09-09,Return request,Medium,In Progress,,Email
1180,ZA-2012-3540,KM-63751,2012-07-28,Wrong item,Low,In Progress,,Web
1181,IN-2012-71200,TP-214151,2012-06-21,Customer complaint,Medium,In Progress,,Phone
1182,ES-2014-2573330,BF-111702,2014-11-10,Damaged product,Medium,In Progress,,Phone
1183,IR-2011-9930,JF-52953,2011-03-27,Billing issue,Low,Resolved,2011-04-12,Phone
1184,MX-2013-115476,RR-193153,2013-09-24,Customer complaint,Critical,Closed,2013-10-01,Phone
1185,MX-2013-141992,GD-145903,2013-05-09,Delayed shipment,High,Open,,Email
1186,MX-2014-117240,AZ-107503,2014-05-22,Customer complaint,Medium,Resolved,2014-06-04,Phone
1187,RS-2014-4260,DE-32552,2014-11-26,Billing issue,Medium,Resolved,2014-12-01,Email
1188,MX-2013-128090,BB-109903,2013-08-01,Delayed shipment,High,In Progress,,Web
1189,IT-2014-4461241,MH-180252,2014-07-25,Damaged product,Low,Resolved,2014-08-11,Email
1190,US-2014-154872,DP-130004,2014-05-24,Return request,High,In Progress,,Email
1191,MX-2011-125227,FC-142453,2011-11-22,Delayed shipment,Low,Resolved,2011-12-04,Phone
