OrderID,CustomerID,LocationID,OrderDate,ShipDate,ShipMode,OrderPriority
IN-2011-60511,AB-100601,3552,2011-03-24,2011-03-30,Standard Class,Medium
ID-2011-46049,RW-195401,3552,2011-05-27,2011-05-31,Standard Class,Medium
IN-2011-29725,NC-185351,3552,2011-06-21,2011-06-27,Standard Class,Medium
IN-2011-13030,PF-191201,3552,2011-09-25,2011-10-02,Standard Class,Medium
ID-2011-69611,DL-129251,3552,2011-11-28,2011-12-02,Standard Class,Medium
IN-2011-67784,AO-108101,3552,2011-12-09,2011-12-14,Standard Class,Medium
IN-2011-60581,DB-131201,3552,2011-12-15,2011-12-20,Standard Class,Medium
IN-2011-18854,RB-197951,3552,2011-12-17,2011-12-21,Standard Class,Medium
IN-2012-44180,KH-163601,3552,2012-02-22,2012-02-26,Standard Class,Medium
IN-2012-67931,JF-151901,3552,2012-05-15,2012-05-20,Standard Class,Medium
IN-2012-36655,AP-109151,3552,2012-05-30,2012-06-03,Standard Class,Medium
IN-2012-25203,PS-187601,3552,2012-09-05,2012-09-10,Standard Class,Medium
IN-2012-13702,MG-176951,3552,2012-09-25,2012-10-01,Standard Class,Medium
IN-2012-32749,RF-197351,3552,2012-09-28,2012-10-03,Standard Class,Medium
IN-2012-55751,BD-117251,3552,2012-10-31,2012-11-04,Standard Class,Medium
IN-2012-77045,FC-142451,3552,2012-11-30,2012-12-06,Standard Class,Medium
ID-2012-13268,EH-141851,3552,2012-12-10,2012-12-14,Standard Class,Medium
IN-2012-54897,KS-163001,3552,2012-12-17,2012-12-21,Standard Class,Medium
IN-2012-13247,MH-181151,3552,2012-12-18,2012-12-23,Standard Class,Medium
ID-2012-56843,GD-145901,3552,2012-12-25,2012-12-30,Standard Class,Medium
IN-2013-25861,JH-159101,3552,2013-02-26,2013-03-02,Standard Class,Medium
IN-2013-17132,FM-142151,3552,2013-04-06,2013-04-10,Standard Class,Medium
IN-2013-27737,SC-200201,3552,2013-04-10,2013-04-16,Standard Class,Medium
ID-2013-26491,VF-217151,3552,2013-05-02,2013-05-08,Standard Class,Medium
IN-2013-30229,MS-173651,3552,2013-05-21,2013-05-25,Standard Class,Medium
IN-2013-56031,MT-178151,3552,2013-06-25,2013-06-29,Standard Class,Medium
IN-2013-14899,LS-172301,3552,2013-08-30,2013-09-04,Standard Class,Medium
IN-2013-44285,SJ-202151,3552,2013-09-05,2013-09-09,Standard Class,Medium
IN-2013-73104,SK-199901,3552,2013-09-12,2013-09-17,Standard Class,Medium
ID-2013-29102,HG-149651,3552,2013-10-25,2013-10-29,Standard Class,Medium
ID-2013-13072,GT-147101,3552,2013-12-30,2014-01-03,Standard Class,Medium
IN-2014-52916,RD-196601,3552,2014-02-11,2014-02-17,Standard Class,Medium
ID-2014-59713,CW-119051,3552,2014-02-21,2014-02-27,Standard Class,Medium
IN-2014-10090,AB-101501,3552,2014-04-11,2014-04-16,Standard Class,Medium
IN-2014-54281,LS-172451,3552,2014-05-21,2014-05-27,Standard Class,Medium
IN-2014-35423,KN-163901,3552,2014-06-06,2014-06-11,Standard Class,Medium
IN-2014-66188,SC-204401,3552,2014-06-11,2014-06-17,Standard Class,Medium
IN-2014-38342,EM-141401,3552,2014-06-16,2014-06-20,Standard Class,Medium
IN-2014-56206,MB-173051,3552,2014-06-24,2014-06-28,Standard Class,Medium
IN-2014-43396,DR-129401,3552,2014-07-22,2014-07-29,Standard Class,Medium
IN-2014-12792,BW-110651,3552,2014-09-03,2014-09-07,Standard Class,Medium
ID-2014-43060,DS-131801,3552,2014-09-04,2014-09-08,Standard Class,Medium
IN-2014-35171,AR-103451,3552,2014-09-20,2014-09-27,Standard Class,Medium
IN-2014-76226,CR-128201,3552,2014-09-23,2014-09-28,Standard Class,Medium
IN-2014-69604,AZ-107501,3552,2014-10-14,2014-10-20,Standard Class,Medium
IN-2014-41709,BE-113351,3552,2014-10-25,2014-10-29,Standard Class,Medium
IN-2014-50011,IG-150851,3552,2014-10-28,2014-11-04,Standard Class,Medium
CA-2011-130421,SC-200204,3580,2011-03-03,2011-03-07,Standard Class,Medium
CA-2011-127166,KH-163604,3580,2011-05-21,2011-05-23,Second Class,Critical
CA-2011-126200,JE-157154,3580,2011-08-25,2011-08-29,Standard Class,Medium
CA-2011-165428,JL-151304,3580,2011-09-01,2011-09-04,First Class,High
US-2011-120236,MR-175454,3580,2011-09-03,2011-09-04,First Class,High
CA-2011-105165,SZ-200354,3580,2011-09-07,2011-09-10,First Class,Medium
US-2011-150924,PT-190904,3580,2011-09-12,2011-09-16,Second Class,Medium
US-2011-112914,MT-180704,3580,2011-09-25,2011-09-30,Standard Class,Medium
CA-2011-123498,TC-209804,3580,2011-11-07,2011-11-09,First Class,High
CA-2011-159310,SC-207254,3580,2011-11-07,2011-11-12,Standard Class,Medium
CA-2011-165309,KD-162704,3580,2011-11-11,2011-11-15,Standard Class,Medium
CA-2012-137064,TS-216554,3580,2012-02-06,2012-02-13,Standard Class,Low
CA-2012-146829,TS-213404,3580,2012-03-10,2012-03-10,Same Day,High
CA-2012-157812,DB-132104,3580,2012-03-22,2012-03-26,Standard Class,Medium
CA-2012-136378,CS-118454,3580,2012-04-02,2012-04-07,Standard Class,Medium
CA-2012-124541,TT-212204,3580,2012-04-06,2012-04-10,Standard Class,High
CA-2012-130792,RA-199154,3580,2012-04-28,2012-05-05,Standard Class,Medium
US-2012-117184,ON-187154,3580,2012-05-17,2012-05-21,Standard Class,High
CA-2012-119690,MV-174854,3580,2012-06-25,2012-06-28,First Class,High
CA-2012-120397,RB-194354,3580,2012-07-02,2012-07-02,Same Day,High
US-2012-107349,SL-201554,3580,2012-07-13,2012-07-15,First Class,High
CA-2012-135251,RP-192704,3580,2012-08-06,2012-08-10,Standard Class,Medium
CA-2012-168809,MC-181004,3580,2012-08-25,2012-08-25,Same Day,High
CA-2012-162621,CA-120554,3580,2012-09-05,2012-09-11,Standard Class,Medium
CA-2012-143077,SF-209654,3580,2012-09-17,2012-09-21,Standard Class,High
US-2012-161991,SC-207254,3580,2012-09-26,2012-09-28,Second Class,High
CA-2012-163181,AB-101054,3580,2012-11-07,2012-11-12,Standard Class,Medium
CA-2012-111990,DB-136604,3580,2012-11-08,2012-11-13,Standard Class,Medium
CA-2013-130946,ZC-219104,3580,2013-04-09,2013-04-13,Standard Class,High
CA-2013-120824,AW-109304,3580,2013-06-13,2013-06-17,Second Class,Medium
CA-2013-166240,DH-130754,3580,2013-06-25,2013-06-29,Standard Class,Medium
CA-2013-112025,LS-169754,3580,2013-07-31,2013-08-05,Standard Class,Medium
US-2013-148334,DD-135704,3580,2013-08-23,2013-08-27,Standard Class,Medium
CA-2013-112739,RD-198104,3580,2013-09-03,2013-09-08,Second Class,Medium
CA-2013-144540,GH-144104,3580,2013-09-06,2013-09-11,Standard Class,Medium
CA-2013-132017,MH-176204,3580,2013-09-27,2013-09-28,First Class,High
CA-2013-143406,LR-170354,3580,2013-09-27,2013-10-01,Standard Class,High
US-2013-149790,SC-203804,3580,2013-09-27,2013-10-02,Standard Class,Medium
US-2013-131611,EP-139154,3580,2013-11-06,2013-11-10,Standard Class,Medium
CA-2013-134691,KC-165404,3580,2013-11-15,2013-11-19,Standard Class,High
US-2013-110156,EH-139454,3580,2013-11-20,2013-11-25,Standard Class,Medium
US-2013-132577,JE-154754,3580,2013-11-23,2013-11-28,Standard Class,Medium
CA-2014-118773,TP-214154,3580,2014-02-10,2014-02-15,Standard Class,Medium
CA-2014-142867,PO-191804,3580,2014-03-18,2014-03-22,Standard Class,Medium
US-2014-141677,HK-148904,3580,2014-03-27,2014-03-31,Standard Class,Medium
US-2014-156356,ND-183704,3580,2014-04-17,2014-04-23,Standard Class,Medium
US-2014-152366,SJ-205004,3580,2014-04-22,2014-04-26,Second Class,Medium
US-2014-145863,RP-193904,3580,2014-04-22,2014-04-28,Standard Class,Low
US-2014-158218,AC-104204,3580,2014-05-13,2014-05-16,Second Class,High
CA-2014-164042,KL-166454,3580,2014-05-24,2014-05-28,Standard Class,Medium
US-2014-102288,ZC-219104,3580,2014-06-20,2014-06-24,Standard Class,Medium
CA-2014-107958,AH-101204,3580,2014-07-03,2014-07-06,First Class,Medium
CA-2014-133102,ED-138854,3580,2014-08-18,2014-08-25,Standard Class,Medium
US-2014-160836,CC-124754,3580,2014-09-12,2014-09-17,Standard Class,Medium
CA-2014-105669,SJ-201254,3580,2014-09-18,2014-09-23,Second Class,High
CA-2014-152926,SC-206954,3580,2014-10-03,2014-10-05,Second Class,Critical
CA-2014-128426,JK-157304,3580,2014-10-08,2014-10-12,Standard Class,Medium
CA-2014-106691,CC-123704,3580,2014-11-07,2014-11-13,Standard Class,Medium
US-2014-124926,ME-173204,3580,2014-11-14,2014-11-19,Second Class,High
CA-2014-142489,TC-212954,3580,2014-11-15,2014-11-17,Second Class,High
CA-2014-131254,NC-184154,3580,2014-11-20,2014-11-22,First Class,High
CA-2014-150266,RO-197804,3580,2014-11-26,2014-12-01,Standard Class,Medium
US-2014-118038,KB-166004,3580,2014-12-10,2014-12-12,First Class,Medium
CA-2014-104927,AG-103304,3580,2014-12-23,2014-12-27,Standard Class,Medium
CA-2011-168312,GW-146054,3580,2011-03-01,2011-03-07,Standard Class,Medium
CA-2011-100678,KM-167204,3580,2011-04-18,2011-04-22,Standard Class,Medium
CA-2011-134572,SV-203654,3580,2011-04-20,2011-04-22,Second Class,High
CA-2011-158281,AG-105254,3580,2011-09-02,2011-09-07,Standard Class,Medium
CA-2011-146283,KT-164654,3580,2011-09-08,2011-09-15,Standard Class,Medium
US-2011-106992,SB-202904,3580,2011-09-19,2011-09-21,Second Class,Medium
CA-2011-103086,EB-141704,3580,2011-10-17,2011-10-19,Second Class,Critical
US-2011-159618,DB-129703,3580,2011-11-12,2011-11-16,Standard Class,Medium
US-2011-143721,DK-128354,3580,2011-11-23,2011-11-26,Second Class,Critical
US-2011-147606,JE-157454,3580,2011-11-26,2011-12-01,Second Class,Medium
CA-2011-121629,BT-116804,3580,2011-11-28,2011-12-02,Standard Class,High
US-2011-161613,MC-176054,3580,2011-12-01,2011-12-03,Second Class,Critical
CA-2011-110030,LF-171854,3580,2011-12-06,2011-12-08,Second Class,High
US-2011-152030,AD-101804,3580,2011-12-26,2011-12-28,Second Class,High
CA-2012-133585,CM-127154,3580,2012-03-01,2012-03-04,First Class,High
CA-2012-168088,CM-126554,3580,2012-03-19,2012-03-22,First Class,Critical
US-2012-125374,JD-160604,3580,2012-03-23,2012-03-29,Standard Class,Medium
CA-2012-128125,EB-137054,3580,2012-03-31,2012-04-05,Standard Class,Medium
US-2012-114839,PW-192404,3580,2012-04-26,2012-04-30,Standard Class,Medium
CA-2012-131856,JG-151604,3580,2012-05-12,2012-05-17,Standard Class,Medium
CA-2012-126697,SV-208154,3580,2012-09-21,2012-09-24,First Class,High
CA-2012-118738,AG-104954,3580,2012-10-24,2012-10-30,Standard Class,Low
CA-2012-130183,PO-188504,3580,2012-11-13,2012-11-17,Standard Class,High
US-2012-105676,NM-185204,3580,2012-12-01,2012-12-02,Same Day,Medium
CA-2012-119550,RB-197054,3580,2012-12-26,2012-12-31,Standard Class,Medium
CA-2012-117415,SN-207104,3580,2012-12-27,2012-12-31,Standard Class,Medium
CA-2013-144645,NS-186404,3580,2013-02-02,2013-02-08,Standard Class,Medium
CA-2013-163048,MH-174404,3580,2013-02-08,2013-02-15,Standard Class,Low
CA-2013-128706,DW-135404,3580,2013-02-27,2013-03-03,Standard Class,High
CA-2013-163153,DM-129554,3580,2013-03-22,2013-03-26,Standard Class,High
CA-2013-125087,TH-211154,3580,2013-04-19,2013-04-24,Standard Class,Medium
CA-2013-101693,LC-171404,3580,2013-06-26,2013-06-28,Second Class,High
CA-2013-130050,MC-174254,3580,2013-07-17,2013-07-19,Second Class,High
CA-2013-128916,MA-175604,3580,2013-08-19,2013-08-21,Second Class,Critical
CA-2013-136595,EM-138254,3580,2013-09-06,2013-09-08,First Class,High
CA-2013-108987,AG-106754,3580,2013-09-09,2013-09-11,Second Class,Critical
CA-2013-146206,KT-164804,3580,2013-09-11,2013-09-15,Second Class,High
US-2013-126844,BW-111104,3580,2013-10-09,2013-10-15,Standard Class,Medium
CA-2013-133697,CM-124454,3580,2013-10-21,2013-10-25,Second Class,Medium
US-2013-111563,SM-200054,3580,2013-11-05,2013-11-09,Standard Class,High
US-2013-127971,DW-131954,3580,2013-11-21,2013-11-28,Standard Class,Low
CA-2013-164770,MY-182954,3580,2013-12-03,2013-12-05,Second Class,High
CA-2013-132829,LA-167804,3580,2013-12-24,2013-12-27,Second Class,Medium
CA-2014-159149,CR-128204,3580,2014-02-18,2014-02-20,First Class,Medium
US-2014-119816,TT-214604,3580,2014-03-05,2014-03-07,Second Class,High
CA-2014-144491,CJ-120104,3580,2014-03-28,2014-04-02,Standard Class,High
CA-2014-161774,GT-147104,3580,2014-05-15,2014-05-16,First Class,High
CA-2014-168739,HZ-149504,3580,2014-05-30,2014-06-06,Standard Class,Medium
CA-2014-121503,FH-142754,3580,2014-07-04,2014-07-07,Second Class,Medium
CA-2014-103415,MV-174854,3580,2014-12-04,2014-12-09,Standard Class,Medium
CA-2011-105417,VS-218204,3581,2011-01-08,2011-01-13,Standard Class,Medium
US-2011-165589,TB-215954,3582,2011-02-19,2011-02-19,Same Day,High
CA-2011-131009,SC-203804,3583,2011-03-01,2011-03-05,Standard Class,Medium
CA-2011-137274,MG-181454,3584,2011-03-29,2011-04-02,Standard Class,Medium
CA-2011-162089,MP-174704,3585,2011-03-30,2011-04-01,First Class,Critical
CA-2011-110219,EB-138704,3586,2011-05-05,2011-05-08,First Class,High
CA-2011-103849,PG-188954,3587,2011-05-11,2011-05-16,Standard Class,Medium
CA-2011-152100,VW-217754,3581,2011-05-11,2011-05-16,Standard Class,Medium
CA-2011-130673,MC-175904,3588,2011-05-20,2011-05-22,Second Class,High
US-2011-141215,KL-165554,3586,2011-06-15,2011-06-21,Standard Class,Medium
CA-2011-166863,SC-200204,3584,2011-06-20,2011-06-24,Standard Class,High
CA-2011-161508,PV-189854,3589,2011-07-12,2011-07-16,Standard Class,Medium
CA-2011-143903,KM-163754,3590,2011-07-20,2011-07-24,Standard Class,High
CA-2011-129189,HM-148604,3590,2011-07-21,2011-07-25,Standard Class,Medium
CA-2011-169019,LF-171854,3586,2011-07-26,2011-07-30,Standard Class,Medium
CA-2011-124723,GZ-144704,3591,2011-08-05,2011-08-12,Standard Class,Medium
CA-2011-139892,BM-111404,3586,2011-09-08,2011-09-12,Standard Class,Medium
CA-2011-113859,BC-111254,3592,2011-09-13,2011-09-17,Standard Class,High
US-2011-127635,SC-202604,3593,2011-09-14,2011-09-18,Second Class,Medium
US-2011-166310,JS-159404,3594,2011-09-21,2011-09-23,First Class,Medium
CA-2011-120775,RD-199304,3590,2011-10-03,2011-10-07,Standard Class,High
CA-2011-122609,DP-130004,3595,2011-11-12,2011-11-18,Standard Class,Medium
CA-2011-120544,SS-201404,3596,2011-11-23,2011-11-27,Standard Class,High
CA-2011-127446,MC-175904,3597,2011-11-25,2011-11-30,Standard Class,Medium
US-2011-117744,MD-178604,3593,2011-12-02,2011-12-06,Standard Class,Medium
CA-2011-101602,MC-181004,3583,2011-12-15,2011-12-18,First Class,Medium
CA-2011-113257,SC-203054,3598,2011-12-16,2011-12-18,Second Class,Critical
CA-2011-108273,EJ-137204,3581,2011-12-16,2011-12-21,Standard Class,Medium
CA-2012-141243,AH-104654,3590,2012-01-03,2012-01-08,Second Class,Medium
CA-2012-141250,PM-189404,3591,2012-01-19,2012-01-23,Standard Class,Medium
CA-2012-135391,FA-142304,3586,2012-02-09,2012-02-11,Second Class,High
US-2012-168704,FP-143204,3581,2012-04-13,2012-04-17,Standard Class,Medium
US-2012-163433,MP-179654,3599,2012-04-18,2012-04-22,Second Class,High
CA-2012-137512,AG-106754,3600,2012-05-07,2012-05-12,Standard Class,Medium
CA-2012-143147,PS-187604,3586,2012-05-26,2012-05-28,Second Class,Medium
CA-2012-118955,LS-172304,3601,2012-06-16,2012-06-20,Standard Class,Medium
CA-2012-112214,AH-106904,3590,2012-08-05,2012-08-11,Standard Class,Medium
CA-2012-146563,CB-120254,3597,2012-08-24,2012-08-28,Standard Class,Medium
CA-2012-166219,BP-111854,3590,2012-08-28,2012-09-01,Standard Class,High
CA-2012-122623,CC-121454,3583,2012-09-07,2012-09-11,Standard Class,High
CA-2012-139374,AR-103454,3602,2012-09-10,2012-09-14,Standard Class,High
CA-2012-131352,GH-144854,3590,2012-10-08,2012-10-13,Standard Class,Medium
CA-2012-139731,JE-157454,3603,2012-10-15,2012-10-15,Same Day,High
US-2012-123918,CG-125204,3590,2012-10-15,2012-10-15,Same Day,High
CA-2012-161767,GK-146204,3590,2012-11-20,2012-11-24,Standard Class,Medium
CA-2012-105690,CA-119654,3604,2012-11-21,2012-11-26,Second Class,Medium
CA-2012-139094,MO-178004,3586,2012-11-22,2012-11-27,Standard Class,Medium
CA-2012-156377,TB-216254,3601,2012-12-31,2013-01-05,Standard Class,Medium
CA-2013-158806,NM-185204,3603,2013-01-07,2013-01-11,Standard Class,Medium
CA-2013-116799,JG-153104,3592,2013-03-04,2013-03-07,First Class,Medium
CA-2013-145730,CC-122204,3586,2013-03-04,2013-03-09,Standard Class,Medium
CA-2013-159373,LT-171104,3586,2013-03-14,2013-03-19,Standard Class,Medium
CA-2013-162082,JS-158804,3605,2013-03-15,2013-03-18,First Class,Medium
CA-2013-149272,MY-182954,3606,2013-03-16,2013-03-20,Standard Class,High
US-2013-120460,BF-111704,3590,2013-05-01,2013-05-06,Standard Class,Medium
CA-2013-109400,NR-185504,3603,2013-05-03,2013-05-07,Standard Class,High
CA-2013-119186,MS-177104,3587,2013-05-27,2013-05-27,Same Day,Critical
CA-2013-169922,MZ-175154,3597,2013-06-12,2013-06-18,Standard Class,Medium
CA-2013-102813,EA-140354,3581,2013-07-03,2013-07-04,First Class,High
US-2013-105452,BF-110054,3607,2013-07-29,2013-08-02,Standard Class,High
US-2013-160528,MH-181154,3608,2013-08-24,2013-08-31,Standard Class,Low
CA-2013-152289,LC-169304,3607,2013-08-27,2013-08-29,First Class,Medium
CA-2013-145303,TP-214154,3590,2013-08-29,2013-09-01,First Class,Medium
US-2013-148110,AR-108254,3602,2013-09-06,2013-09-12,Standard Class,Medium
CA-2013-137176,DB-129104,3590,2013-09-10,2013-09-15,Second Class,Medium
US-2013-110170,HM-148604,3581,2013-09-28,2013-10-04,Standard Class,Medium
CA-2013-103919,TP-215654,3601,2013-10-04,2013-10-08,Standard Class,High
CA-2013-126627,WB-218504,3609,2013-10-11,2013-10-13,First Class,Critical
CA-2013-154018,HA-149204,3610,2013-10-14,2013-10-20,Standard Class,Low
CA-2013-116337,MC-178454,3590,2013-11-08,2013-11-13,Standard Class,Medium
CA-2013-119963,SN-207104,3607,2013-11-19,2013-11-23,Standard Class,High
CA-2013-130393,JM-158654,3611,2013-12-02,2013-12-04,Second Class,High
CA-2013-117590,GH-144854,3612,2013-12-09,2013-12-11,First Class,High
CA-2014-151750,JM-152504,3581,2014-01-02,2014-01-06,Standard Class,Medium
CA-2014-147207,TS-216554,3583,2014-01-03,2014-01-05,Second Class,High
CA-2014-132290,MD-173504,3590,2014-03-11,2014-03-15,Standard Class,Medium
US-2014-119438,CD-119804,3613,2014-03-19,2014-03-24,Standard Class,High
CA-2014-154907,DS-131804,3603,2014-04-01,2014-04-05,Standard Class,High
CA-2014-160045,LB-167354,3587,2014-04-27,2014-04-28,First Class,High
CA-2014-135692,CV-128054,3587,2014-04-28,2014-05-02,Standard Class,Medium
US-2014-133200,DB-135554,3587,2014-05-07,2014-05-12,Standard Class,High
CA-2014-140298,JK-161204,3602,2014-05-12,2014-05-18,Standard Class,Medium
CA-2014-142461,KT-164804,3590,2014-05-31,2014-06-04,Second Class,Medium
CA-2014-149720,EM-140654,3614,2014-06-05,2014-06-08,Second Class,High
CA-2014-154011,DB-132704,3590,2014-06-20,2014-06-27,Standard Class,Medium
CA-2014-137449,ME-177254,3590,2014-06-30,2014-07-01,First Class,Critical
CA-2014-100223,LS-169454,3590,2014-07-06,2014-07-11,Standard Class,Medium
US-2014-123834,GM-145004,3608,2014-07-22,2014-07-26,Standard Class,High
CA-2014-167549,EM-142004,3590,2014-07-26,2014-07-28,First Class,High
CA-2014-162691,AS-100454,3602,2014-08-02,2014-08-08,Standard Class,Medium
CA-2014-161557,AG-109004,3590,2014-09-04,2014-09-09,Standard Class,High
US-2014-124779,BF-110204,3597,2014-09-09,2014-09-12,First Class,High
CA-2014-100314,AS-106304,3607,2014-09-30,2014-10-06,Standard Class,Medium
CA-2014-163125,MB-173054,3589,2014-10-10,2014-10-12,Second Class,High
CA-2014-106432,CA-122654,3615,2014-10-20,2014-10-25,Standard Class,High
CA-2014-141705,PO-188504,3616,2014-10-25,2014-10-27,First Class,High
CA-2014-152583,RA-199454,3590,2014-10-31,2014-10-31,Same Day,Critical
US-2014-119319,LC-170504,3590,2014-11-07,2014-11-10,Second Class,Medium
CA-2014-161739,EB-137504,3617,2014-11-11,2014-11-16,Second Class,Medium
CA-2014-164168,LS-169754,3590,2014-11-13,2014-11-19,Standard Class,Medium
CA-2014-113873,KE-164204,3590,2014-11-14,2014-11-20,Standard Class,Medium
CA-2014-124674,JB-160004,3585,2014-11-18,2014-11-24,Standard Class,Medium
CA-2014-158876,AB-101504,3595,2014-11-20,2014-11-22,Second Class,Medium
CA-2014-112529,SC-207704,3586,2014-11-20,2014-11-22,First Class,Medium
US-2014-137491,LC-169304,3611,2014-11-20,2014-11-26,Standard Class,Low
US-2014-139969,AF-108704,3618,2014-11-20,2014-11-27,Standard Class,Medium
CA-2014-156622,JP-154604,3590,2014-11-24,2014-11-27,First Class,Medium
CA-2014-113355,SJ-202154,3601,2014-12-02,2014-12-06,Standard Class,High
US-2014-113992,LC-168854,3584,2014-12-15,2014-12-20,Standard Class,Medium
CA-2014-136539,GH-146654,3617,2014-12-29,2015-01-02,Standard Class,Medium
CA-2011-122567,MN-179354,3590,2011-02-17,2011-02-22,Standard Class,High
CA-2011-163748,HG-150254,3587,2011-10-14,2011-10-18,Standard Class,High
CA-2011-120852,WB-218504,3601,2011-12-20,2011-12-25,Standard Class,Medium
US-2012-122140,MO-179504,3590,2012-04-02,2012-04-07,Standard Class,Medium
CA-2012-140025,PF-191204,3586,2012-04-07,2012-04-11,Standard Class,Medium
US-2012-155369,PG-188204,3595,2012-04-19,2012-04-25,Standard Class,Medium
CA-2012-123456,KN-164504,3590,2012-07-09,2012-07-13,Standard Class,Medium
CA-2012-105613,KN-167054,3599,2012-10-18,2012-10-22,Standard Class,Medium
CA-2012-107083,BB-115454,3587,2012-11-21,2012-11-27,Standard Class,Medium
US-2012-118983,HP-148154,3587,2012-11-22,2012-11-26,Standard Class,Medium
US-2013-144057,CV-128054,3602,2013-05-10,2013-05-14,Standard Class,Medium
US-2013-141264,CT-119954,3619,2013-08-14,2013-08-20,Standard Class,Medium
CA-2014-144680,SC-202604,3597,2014-04-01,2014-04-03,First Class,Critical
US-2014-155299,Dl-136004,3607,2014-06-09,2014-06-13,Standard Class,Medium
CA-2014-103765,JG-153104,3592,2014-11-25,2014-12-01,Standard Class,Medium
CA-2014-165099,DK-133754,3620,2014-12-12,2014-12-14,First Class,High
US-2014-116701,LC-171404,3590,2014-12-18,2014-12-22,Second Class,Medium
CA-2014-121216,MM-179204,3618,2014-12-24,2014-12-26,Second Class,Critical
CA-2011-103744,MG-178754,3583,2011-02-24,2011-02-28,Standard Class,Medium
CA-2011-138023,KH-165104,3590,2011-08-15,2011-08-18,First Class,Medium
US-2011-115987,LH-170204,3613,2011-09-08,2011-09-13,Second Class,Medium
US-2011-152723,HG-149654,3596,2011-09-26,2011-09-26,Same Day,High
CA-2011-103492,CM-127154,3581,2011-10-10,2011-10-15,Standard Class,Medium
CA-2011-124394,TB-215204,3598,2011-10-17,2011-10-22,Second Class,Medium
CA-2011-105340,EH-141854,3607,2011-11-22,2011-11-25,First Class,Critical
US-2011-122959,CY-127454,3586,2011-12-12,2011-12-12,Same Day,High
CA-2011-165393,NC-184154,3587,2011-12-27,2011-12-30,First Class,Critical
CA-2011-104738,SP-206204,3610,2011-12-30,2012-01-01,Second Class,Critical
CA-2012-127607,JK-157304,3595,2012-03-20,2012-03-26,Standard Class,Medium
US-2012-163685,KE-164204,3586,2012-06-01,2012-06-05,Standard Class,Medium
CA-2012-144302,ME-173204,3590,2012-06-19,2012-06-23,Standard Class,Medium
US-2012-118766,LS-169754,3590,2012-10-15,2012-10-22,Standard Class,Medium
CA-2012-150413,CS-118604,3590,2012-10-19,2012-10-24,Second Class,Medium
CA-2012-109190,CC-126854,3582,2012-10-23,2012-10-28,Standard Class,Medium
CA-2012-156608,MT-180704,3586,2012-10-24,2012-10-29,Standard Class,Medium
CA-2012-141810,BB-109904,3586,2012-11-02,2012-11-07,Standard Class,Medium
CA-2012-111395,VB-217454,3586,2012-11-23,2012-11-27,Standard Class,Medium
CA-2012-129112,AW-108404,3600,2012-11-29,2012-11-30,First Class,Critical
US-2012-141453,DB-132704,3602,2012-11-30,2012-12-03,Second Class,Critical
US-2012-149692,KW-164354,3602,2012-12-06,2012-12-12,Standard Class,Medium
CA-2013-130400,SJ-201254,3590,2013-03-09,2013-03-13,Standard Class,Medium
CA-2013-114209,AS-102854,3590,2013-05-22,2013-05-27,Standard Class,Medium
CA-2013-112256,CK-122054,3599,2013-07-24,2013-07-29,Standard Class,Medium
CA-2013-113551,NF-183854,3621,2013-08-19,2013-08-21,First Class,Critical
CA-2013-117226,KD-164954,3622,2013-12-31,2014-01-02,First Class,Medium
US-2014-148551,DB-131204,3590,2014-01-13,2014-01-17,Standard Class,Medium
CA-2014-131282,CB-120254,3615,2014-02-06,2014-02-09,Second Class,Medium
CA-2014-124114,RS-197654,3615,2014-03-03,2014-03-03,Same Day,Medium
CA-2014-146024,SC-207704,3590,2014-03-03,2014-03-09,Standard Class,Medium
US-2014-143028,SC-200504,3582,2014-04-12,2014-04-19,Standard Class,Low
CA-2014-112536,SG-208904,3599,2014-05-19,2014-05-24,Standard Class,High
CA-2014-158953,ML-180404,3623,2014-06-05,2014-06-09,Standard Class,High
CA-2014-146367,HM-148604,3595,2014-08-05,2014-08-09,Standard Class,Medium
CA-2014-139311,SF-209654,3624,2014-08-12,2014-08-14,First Class,High
CA-2014-112809,RA-199154,3590,2014-08-19,2014-08-23,Standard Class,Medium
US-2014-108245,SH-199754,3625,2014-09-23,2014-09-28,Standard Class,High
US-2014-130603,SC-200504,3597,2014-10-01,2014-10-07,Standard Class,Medium
US-2014-105389,DM-130154,3586,2014-10-24,2014-10-29,Second Class,Medium
CA-2014-106068,RB-193304,3602,2014-10-24,2014-10-29,Standard Class,Medium
CA-2014-121160,FM-142904,3606,2014-11-05,2014-11-05,Same Day,Medium
CA-2014-150959,TD-209954,3594,2014-11-12,2014-11-14,First Class,Critical
CA-2014-134194,GA-147254,3590,2014-12-26,2015-01-02,Standard Class,Low
CA-2011-136742,GP-147404,3626,2011-04-06,2011-04-10,Standard Class,High
CA-2011-154963,AA-106454,3627,2011-06-22,2011-06-27,Standard Class,High
CA-2011-155796,TS-214304,3628,2011-11-11,2011-11-15,Second Class,Medium
CA-2012-111325,BT-113954,3629,2012-02-27,2012-02-28,First Class,Critical
CA-2012-125185,AH-101954,3630,2012-03-05,2012-03-07,Second Class,High
CA-2012-119291,JO-155504,3627,2012-05-14,2012-05-17,First Class,Medium
US-2012-130512,SM-203204,3631,2012-08-21,2012-08-25,Standard Class,High
US-2013-152051,TS-211604,3632,2013-06-26,2013-06-30,Standard Class,High
CA-2013-107783,OT-187304,3630,2013-07-29,2013-07-30,First Class,High
